model: meta-llama/Llama-2-7b-hf
fewshot: 1
=================0.6=================
Local
|                 Tasks                 |Version|Filter|n-shot|Metric|Value |   |Stderr|
|  - conceptual_physics                 |Yaml   |none  |     0|acc   |0.2128|±  |0.0268|
|  - electrical_engineering             |Yaml   |none  |     0|acc   |0.3034|±  |0.0383|
|  - elementary_mathematics             |Yaml   |none  |     0|acc   |0.2566|±  |0.0225|
|  - high_school_biology                |Yaml   |none  |     0|acc   |0.2097|±  |0.0232|
|  - high_school_chemistry              |Yaml   |none  |     0|acc   |0.2562|±  |0.0307|
|  - high_school_computer_science       |Yaml   |none  |     0|acc   |0.2900|±  |0.0456|
|  - high_school_mathematics            |Yaml   |none  |     0|acc   |0.2407|±  |0.0261|
|  - high_school_physics                |Yaml   |none  |     0|acc   |0.2252|±  |0.0341|
|  - high_school_statistics             |Yaml   |none  |     0|acc   |0.2315|±  |0.0288|
|  - machine_learning                   |Yaml   |none  |     0|acc   |0.2411|±  |0.0406|

|      Groups      |Version|Filter|n-shot|Metric|Value |   |Stderr|
|------------------|-------|------|-----:|------|-----:|---|-----:|
|mmlu              |N/A    |none  |     0|acc   |0.2507|±  |0.0383|
| - humanities     |N/A    |none  |     0|acc   |0.2601|±  |0.0285|
| - other          |N/A    |none  |     0|acc   |0.2453|±  |0.0431|
| - social_sciences|N/A    |none  |     0|acc   |0.2437|±  |0.0349|
| - stem           |N/A    |none  |     0|acc   |0.2490|±  |0.0469|

==============================================
H2O-decay
|                 Tasks                 |Version|Filter|n-shot|Metric|Value |   |Stderr|
|---------------------------------------|-------|------|-----:|------|-----:|---|-----:|
|mmlu                                   |N/A    |none  |     0|acc   |0.2502|±  |0.0380|
| - humanities                          |N/A    |none  |     0|acc   |0.2470|±  |0.0304|
|  - formal_logic                       |Yaml   |none  |     0|acc   |0.2302|±  |0.0376|
|  - high_school_european_history       |Yaml   |none  |     0|acc   |0.2000|±  |0.0312|
|  - high_school_us_history             |Yaml   |none  |     0|acc   |0.2206|±  |0.0291|
|  - high_school_world_history          |Yaml   |none  |     0|acc   |0.2025|±  |0.0262|
|  - international_law                  |Yaml   |none  |     0|acc   |0.2479|±  |0.0394|
|  - jurisprudence                      |Yaml   |none  |     0|acc   |0.3241|±  |0.0452|
|  - logical_fallacies                  |Yaml   |none  |     0|acc   |0.2883|±  |0.0356|
|  - moral_disputes                     |Yaml   |none  |     0|acc   |0.2399|±  |0.0230|
|  - moral_scenarios                    |Yaml   |none  |     0|acc   |0.2391|±  |0.0143|
|  - philosophy                         |Yaml   |none  |     0|acc   |0.2090|±  |0.0231|
|  - prehistory                         |Yaml   |none  |     0|acc   |0.2562|±  |0.0243|
|  - professional_law                   |Yaml   |none  |     0|acc   |0.2660|±  |0.0113|
|  - world_religions                    |Yaml   |none  |     0|acc   |0.2456|±  |0.0330|
| - other                               |N/A    |none  |     0|acc   |0.2469|±  |0.0387|
|  - business_ethics                    |Yaml   |none  |     0|acc   |0.2300|±  |0.0423|
|  - clinical_knowledge                 |Yaml   |none  |     0|acc   |0.2604|±  |0.0270|
|  - college_medicine                   |Yaml   |none  |     0|acc   |0.2717|±  |0.0339|
|  - global_facts                       |Yaml   |none  |     0|acc   |0.2500|±  |0.0435|
|  - human_aging                        |Yaml   |none  |     0|acc   |0.2108|±  |0.0274|
|  - management                         |Yaml   |none  |     0|acc   |0.3010|±  |0.0454|
|  - marketing                          |Yaml   |none  |     0|acc   |0.2479|±  |0.0283|
|  - medical_genetics                   |Yaml   |none  |     0|acc   |0.2600|±  |0.0441|
|  - miscellaneous                      |Yaml   |none  |     0|acc   |0.2452|±  |0.0154|
|  - nutrition                          |Yaml   |none  |     0|acc   |0.2843|±  |0.0258|
|  - professional_accounting            |Yaml   |none  |     0|acc   |0.2589|±  |0.0261|
|  - professional_medicine              |Yaml   |none  |     0|acc   |0.1728|±  |0.0230|
|  - virology                           |Yaml   |none  |     0|acc   |0.2530|±  |0.0338|
| - social_sciences                     |N/A    |none  |     0|acc   |0.2470|±  |0.0353|
|  - econometrics                       |Yaml   |none  |     0|acc   |0.2807|±  |0.0423|
|  - high_school_geography              |Yaml   |none  |     0|acc   |0.2273|±  |0.0299|
|  - high_school_government_and_politics|Yaml   |none  |     0|acc   |0.2280|±  |0.0303|
|  - high_school_macroeconomics         |Yaml   |none  |     0|acc   |0.2256|±  |0.0212|
|  - high_school_microeconomics         |Yaml   |none  |     0|acc   |0.2227|±  |0.0270|
|  - high_school_psychology             |Yaml   |none  |     0|acc   |0.2477|±  |0.0185|
|  - human_sexuality                    |Yaml   |none  |     0|acc   |0.2290|±  |0.0369|
|  - professional_psychology            |Yaml   |none  |     0|acc   |0.2729|±  |0.0180|
|  - public_relations                   |Yaml   |none  |     0|acc   |0.3273|±  |0.0449|
|  - security_studies                   |Yaml   |none  |     0|acc   |0.2571|±  |0.0280|
|  - sociology                          |Yaml   |none  |     0|acc   |0.2388|±  |0.0301|
|  - us_foreign_policy                  |Yaml   |none  |     0|acc   |0.1900|±  |0.0394|
| - stem                                |N/A    |none  |     0|acc   |0.2613|±  |0.0475|
|  - abstract_algebra                   |Yaml   |none  |     0|acc   |0.3100|±  |0.0465|
|  - anatomy                            |Yaml   |none  |     0|acc   |0.3037|±  |0.0397|
|  - astronomy                          |Yaml   |none  |     0|acc   |0.2566|±  |0.0355|
|  - college_biology                    |Yaml   |none  |     0|acc   |0.2361|±  |0.0355|
|  - college_chemistry                  |Yaml   |none  |     0|acc   |0.2100|±  |0.0409|
|  - college_computer_science           |Yaml   |none  |     0|acc   |0.2600|±  |0.0441|
|  - college_mathematics                |Yaml   |none  |     0|acc   |0.2700|±  |0.0446|
|  - college_physics                    |Yaml   |none  |     0|acc   |0.2549|±  |0.0434|
|  - computer_security                  |Yaml   |none  |     0|acc   |0.2700|±  |0.0446|
|  - conceptual_physics                 |Yaml   |none  |     0|acc   |0.2128|±  |0.0268|
|  - electrical_engineering             |Yaml   |none  |     0|acc   |0.3172|±  |0.0388|
|  - elementary_mathematics             |Yaml   |none  |     0|acc   |0.2434|±  |0.0221|
|  - high_school_biology                |Yaml   |none  |     0|acc   |0.2323|±  |0.0240|
|  - high_school_chemistry              |Yaml   |none  |     0|acc   |0.2857|±  |0.0318|
|  - high_school_computer_science       |Yaml   |none  |     0|acc   |0.3700|±  |0.0485|
|  - high_school_mathematics            |Yaml   |none  |     0|acc   |0.2815|±  |0.0274|
|  - high_school_physics                |Yaml   |none  |     0|acc   |0.2583|±  |0.0357|
|  - high_school_statistics             |Yaml   |none  |     0|acc   |0.2222|±  |0.0284|
|  - machine_learning                   |Yaml   |none  |     0|acc   |0.3036|±  |0.0436|

|      Groups      |Version|Filter|n-shot|Metric|Value |   |Stderr|
|------------------|-------|------|-----:|------|-----:|---|-----:|
|mmlu              |N/A    |none  |     0|acc   |0.2502|±  |0.0380|
| - humanities     |N/A    |none  |     0|acc   |0.2470|±  |0.0304|
| - other          |N/A    |none  |     0|acc   |0.2469|±  |0.0387|
| - social_sciences|N/A    |none  |     0|acc   |0.2470|±  |0.0353|
| - stem           |N/A    |none  |     0|acc   |0.2613|±  |0.0475|

==============================================
=================0.8=================
Local
|                 Tasks                 |Version|Filter|n-shot|Metric|Value |   |Stderr|
|---------------------------------------|-------|------|-----:|------|-----:|---|-----:|
|mmlu                                   |N/A    |none  |     0|acc   |0.2477|±  |0.0385|
| - humanities                          |N/A    |none  |     0|acc   |0.2474|±  |0.0252|
|  - formal_logic                       |Yaml   |none  |     0|acc   |0.2778|±  |0.0401|
|  - high_school_european_history       |Yaml   |none  |     0|acc   |0.2242|±  |0.0326|
|  - high_school_us_history             |Yaml   |none  |     0|acc   |0.2500|±  |0.0304|
|  - high_school_world_history          |Yaml   |none  |     0|acc   |0.2785|±  |0.0292|
|  - international_law                  |Yaml   |none  |     0|acc   |0.2645|±  |0.0403|
|  - jurisprudence                      |Yaml   |none  |     0|acc   |0.2037|±  |0.0389|
|  - logical_fallacies                  |Yaml   |none  |     0|acc   |0.2331|±  |0.0332|
|  - moral_disputes                     |Yaml   |none  |     0|acc   |0.2486|±  |0.0233|
|  - moral_scenarios                    |Yaml   |none  |     0|acc   |0.2492|±  |0.0145|
|  - philosophy                         |Yaml   |none  |     0|acc   |0.2412|±  |0.0243|
|  - prehistory                         |Yaml   |none  |     0|acc   |0.2623|±  |0.0245|
|  - professional_law                   |Yaml   |none  |     0|acc   |0.2399|±  |0.0109|
|  - world_religions                    |Yaml   |none  |     0|acc   |0.2690|±  |0.0340|
| - other                               |N/A    |none  |     0|acc   |0.2369|±  |0.0414|
|  - business_ethics                    |Yaml   |none  |     0|acc   |0.2400|±  |0.0429|
|  - clinical_knowledge                 |Yaml   |none  |     0|acc   |0.2566|±  |0.0269|
|  - college_medicine                   |Yaml   |none  |     0|acc   |0.2890|±  |0.0346|
|  - global_facts                       |Yaml   |none  |     0|acc   |0.2400|±  |0.0429|
|  - human_aging                        |Yaml   |none  |     0|acc   |0.1794|±  |0.0257|
|  - management                         |Yaml   |none  |     0|acc   |0.2718|±  |0.0441|
|  - marketing                          |Yaml   |none  |     0|acc   |0.2094|±  |0.0267|
|  - medical_genetics                   |Yaml   |none  |     0|acc   |0.1700|±  |0.0378|
|  - miscellaneous                      |Yaml   |none  |     0|acc   |0.2363|±  |0.0152|
|  - nutrition                          |Yaml   |none  |     0|acc   |0.2974|±  |0.0262|
|  - professional_accounting            |Yaml   |none  |     0|acc   |0.2163|±  |0.0246|
|  - professional_medicine              |Yaml   |none  |     0|acc   |0.2500|±  |0.0263|
|  - virology                           |Yaml   |none  |     0|acc   |0.1867|±  |0.0303|
| - social_sciences                     |N/A    |none  |     0|acc   |0.2613|±  |0.0402|
|  - econometrics                       |Yaml   |none  |     0|acc   |0.2895|±  |0.0427|
|  - high_school_geography              |Yaml   |none  |     0|acc   |0.3182|±  |0.0332|
|  - high_school_government_and_politics|Yaml   |none  |     0|acc   |0.2487|±  |0.0312|
|  - high_school_macroeconomics         |Yaml   |none  |     0|acc   |0.2769|±  |0.0227|
|  - high_school_microeconomics         |Yaml   |none  |     0|acc   |0.2521|±  |0.0282|
|  - high_school_psychology             |Yaml   |none  |     0|acc   |0.2862|±  |0.0194|
|  - human_sexuality                    |Yaml   |none  |     0|acc   |0.2290|±  |0.0369|
|  - professional_psychology            |Yaml   |none  |     0|acc   |0.2190|±  |0.0167|
|  - public_relations                   |Yaml   |none  |     0|acc   |0.3636|±  |0.0461|
|  - security_studies                   |Yaml   |none  |     0|acc   |0.2367|±  |0.0272|
|  - sociology                          |Yaml   |none  |     0|acc   |0.2488|±  |0.0306|
|  - us_foreign_policy                  |Yaml   |none  |     0|acc   |0.2400|±  |0.0429|
| - stem                                |N/A    |none  |     0|acc   |0.2455|±  |0.0476|
|  - abstract_algebra                   |Yaml   |none  |     0|acc   |0.1800|±  |0.0386|
|  - anatomy                            |Yaml   |none  |     0|acc   |0.2667|±  |0.0382|
|  - astronomy                          |Yaml   |none  |     0|acc   |0.2500|±  |0.0352|
|  - college_biology                    |Yaml   |none  |     0|acc   |0.2500|±  |0.0362|
|  - college_chemistry                  |Yaml   |none  |     0|acc   |0.2200|±  |0.0416|
|  - college_computer_science           |Yaml   |none  |     0|acc   |0.3500|±  |0.0479|
|  - college_mathematics                |Yaml   |none  |     0|acc   |0.3100|±  |0.0465|
|  - college_physics                    |Yaml   |none  |     0|acc   |0.1667|±  |0.0371|
|  - computer_security                  |Yaml   |none  |     0|acc   |0.1800|±  |0.0386|
|  - conceptual_physics                 |Yaml   |none  |     0|acc   |0.2128|±  |0.0268|
|  - electrical_engineering             |Yaml   |none  |     0|acc   |0.2690|±  |0.0370|
|  - elementary_mathematics             |Yaml   |none  |     0|acc   |0.2487|±  |0.0223|
|  - high_school_biology                |Yaml   |none  |     0|acc   |0.2871|±  |0.0257|
|  - high_school_chemistry              |Yaml   |none  |     0|acc   |0.2414|±  |0.0301|
|  - high_school_computer_science       |Yaml   |none  |     0|acc   |0.2300|±  |0.0423|
|  - high_school_mathematics            |Yaml   |none  |     0|acc   |0.2407|±  |0.0261|
|  - high_school_physics                |Yaml   |none  |     0|acc   |0.2649|±  |0.0360|
|  - high_school_statistics             |Yaml   |none  |     0|acc   |0.2176|±  |0.0281|
|  - machine_learning                   |Yaml   |none  |     0|acc   |0.2411|±  |0.0406|

|      Groups      |Version|Filter|n-shot|Metric|Value |   |Stderr|
|------------------|-------|------|-----:|------|-----:|---|-----:|
|mmlu              |N/A    |none  |     0|acc   |0.2477|±  |0.0385|
| - humanities     |N/A    |none  |     0|acc   |0.2474|±  |0.0252|
| - other          |N/A    |none  |     0|acc   |0.2369|±  |0.0414|
| - social_sciences|N/A    |none  |     0|acc   |0.2613|±  |0.0402|
| - stem           |N/A    |none  |     0|acc   |0.2455|±  |0.0476|

==============================================
H2O
|                 Tasks                 |Version|Filter|n-shot|Metric|Value |   |Stderr|
|---------------------------------------|-------|------|-----:|------|-----:|---|-----:|
|mmlu                                   |N/A    |none  |     0|acc   |0.2547|±  |0.0407|
| - humanities                          |N/A    |none  |     0|acc   |0.2606|±  |0.0317|
|  - formal_logic                       |Yaml   |none  |     0|acc   |0.1984|±  |0.0357|
|  - high_school_european_history       |Yaml   |none  |     0|acc   |0.2121|±  |0.0319|
|  - high_school_us_history             |Yaml   |none  |     0|acc   |0.2059|±  |0.0284|
|  - high_school_world_history          |Yaml   |none  |     0|acc   |0.2489|±  |0.0281|
|  - international_law                  |Yaml   |none  |     0|acc   |0.3554|±  |0.0437|
|  - jurisprudence                      |Yaml   |none  |     0|acc   |0.2685|±  |0.0428|
|  - logical_fallacies                  |Yaml   |none  |     0|acc   |0.2761|±  |0.0351|
|  - moral_disputes                     |Yaml   |none  |     0|acc   |0.2890|±  |0.0244|
|  - moral_scenarios                    |Yaml   |none  |     0|acc   |0.2447|±  |0.0144|
|  - philosophy                         |Yaml   |none  |     0|acc   |0.2637|±  |0.0250|
|  - prehistory                         |Yaml   |none  |     0|acc   |0.2840|±  |0.0251|
|  - professional_law                   |Yaml   |none  |     0|acc   |0.2666|±  |0.0113|
|  - world_religions                    |Yaml   |none  |     0|acc   |0.2690|±  |0.0340|
| - other                               |N/A    |none  |     0|acc   |0.2568|±  |0.0466|
|  - business_ethics                    |Yaml   |none  |     0|acc   |0.2400|±  |0.0429|
|  - clinical_knowledge                 |Yaml   |none  |     0|acc   |0.2491|±  |0.0266|
|  - college_medicine                   |Yaml   |none  |     0|acc   |0.2832|±  |0.0344|
|  - global_facts                       |Yaml   |none  |     0|acc   |0.3200|±  |0.0469|
|  - human_aging                        |Yaml   |none  |     0|acc   |0.2870|±  |0.0304|
|  - management                         |Yaml   |none  |     0|acc   |0.1748|±  |0.0376|
|  - marketing                          |Yaml   |none  |     0|acc   |0.2906|±  |0.0297|
|  - medical_genetics                   |Yaml   |none  |     0|acc   |0.3000|±  |0.0461|
|  - miscellaneous                      |Yaml   |none  |     0|acc   |0.2618|±  |0.0157|
|  - nutrition                          |Yaml   |none  |     0|acc   |0.2745|±  |0.0256|
|  - professional_accounting            |Yaml   |none  |     0|acc   |0.2801|±  |0.0268|
|  - professional_medicine              |Yaml   |none  |     0|acc   |0.1544|±  |0.0220|
|  - virology                           |Yaml   |none  |     0|acc   |0.2229|±  |0.0324|
| - social_sciences                     |N/A    |none  |     0|acc   |0.2395|±  |0.0368|
|  - econometrics                       |Yaml   |none  |     0|acc   |0.2632|±  |0.0414|
|  - high_school_geography              |Yaml   |none  |     0|acc   |0.2222|±  |0.0296|
|  - high_school_government_and_politics|Yaml   |none  |     0|acc   |0.2435|±  |0.0310|
|  - high_school_macroeconomics         |Yaml   |none  |     0|acc   |0.2026|±  |0.0204|
|  - high_school_microeconomics         |Yaml   |none  |     0|acc   |0.2017|±  |0.0261|
|  - high_school_psychology             |Yaml   |none  |     0|acc   |0.2239|±  |0.0179|
|  - human_sexuality                    |Yaml   |none  |     0|acc   |0.2061|±  |0.0355|
|  - professional_psychology            |Yaml   |none  |     0|acc   |0.2778|±  |0.0181|
|  - public_relations                   |Yaml   |none  |     0|acc   |0.3091|±  |0.0443|
|  - security_studies                   |Yaml   |none  |     0|acc   |0.2612|±  |0.0281|
|  - sociology                          |Yaml   |none  |     0|acc   |0.2338|±  |0.0299|
|  - us_foreign_policy                  |Yaml   |none  |     0|acc   |0.2500|±  |0.0435|
| - stem                                |N/A    |none  |     0|acc   |0.2588|±  |0.0474|
|  - abstract_algebra                   |Yaml   |none  |     0|acc   |0.2600|±  |0.0441|
|  - anatomy                            |Yaml   |none  |     0|acc   |0.2963|±  |0.0394|
|  - astronomy                          |Yaml   |none  |     0|acc   |0.2763|±  |0.0364|
|  - college_biology                    |Yaml   |none  |     0|acc   |0.2847|±  |0.0377|
|  - college_chemistry                  |Yaml   |none  |     0|acc   |0.2100|±  |0.0409|
|  - college_computer_science           |Yaml   |none  |     0|acc   |0.3200|±  |0.0469|
|  - college_mathematics                |Yaml   |none  |     0|acc   |0.2800|±  |0.0451|
|  - college_physics                    |Yaml   |none  |     0|acc   |0.2353|±  |0.0422|
|  - computer_security                  |Yaml   |none  |     0|acc   |0.3200|±  |0.0469|
|  - conceptual_physics                 |Yaml   |none  |     0|acc   |0.2085|±  |0.0266|
|  - electrical_engineering             |Yaml   |none  |     0|acc   |0.2690|±  |0.0370|
|  - elementary_mathematics             |Yaml   |none  |     0|acc   |0.2487|±  |0.0223|
|  - high_school_biology                |Yaml   |none  |     0|acc   |0.2258|±  |0.0238|
|  - high_school_chemistry              |Yaml   |none  |     0|acc   |0.3153|±  |0.0327|
|  - high_school_computer_science       |Yaml   |none  |     0|acc   |0.3300|±  |0.0473|
|  - high_school_mathematics            |Yaml   |none  |     0|acc   |0.2481|±  |0.0263|
|  - high_school_physics                |Yaml   |none  |     0|acc   |0.2517|±  |0.0354|
|  - high_school_statistics             |Yaml   |none  |     0|acc   |0.2083|±  |0.0277|
|  - machine_learning                   |Yaml   |none  |     0|acc   |0.2768|±  |0.0425|

|      Groups      |Version|Filter|n-shot|Metric|Value |   |Stderr|
|------------------|-------|------|-----:|------|-----:|---|-----:|
|mmlu              |N/A    |none  |     0|acc   |0.2547|±  |0.0407|
| - humanities     |N/A    |none  |     0|acc   |0.2606|±  |0.0317|
| - other          |N/A    |none  |     0|acc   |0.2568|±  |0.0466|
| - social_sciences|N/A    |none  |     0|acc   |0.2395|±  |0.0368|
| - stem           |N/A    |none  |     0|acc   |0.2588|±  |0.0474|

==============================================
H2O-decay
|                 Tasks                 |Version|Filter|n-shot|Metric|Value |   |Stderr|
|---------------------------------------|-------|------|-----:|------|-----:|---|-----:|
|mmlu                                   |N/A    |none  |     0|acc   |0.2488|±  |0.0388|
| - humanities                          |N/A    |none  |     0|acc   |0.2546|±  |0.0325|
|  - formal_logic                       |Yaml   |none  |     0|acc   |0.2222|±  |0.0372|
|  - high_school_european_history       |Yaml   |none  |     0|acc   |0.2121|±  |0.0319|
|  - high_school_us_history             |Yaml   |none  |     0|acc   |0.2206|±  |0.0291|
|  - high_school_world_history          |Yaml   |none  |     0|acc   |0.2658|±  |0.0288|
|  - international_law                  |Yaml   |none  |     0|acc   |0.3306|±  |0.0429|
|  - jurisprudence                      |Yaml   |none  |     0|acc   |0.2870|±  |0.0437|
|  - logical_fallacies                  |Yaml   |none  |     0|acc   |0.2883|±  |0.0356|
|  - moral_disputes                     |Yaml   |none  |     0|acc   |0.2254|±  |0.0225|
|  - moral_scenarios                    |Yaml   |none  |     0|acc   |0.2380|±  |0.0142|
|  - philosophy                         |Yaml   |none  |     0|acc   |0.2154|±  |0.0234|
|  - prehistory                         |Yaml   |none  |     0|acc   |0.3025|±  |0.0256|
|  - professional_law                   |Yaml   |none  |     0|acc   |0.2660|±  |0.0113|
|  - world_religions                    |Yaml   |none  |     0|acc   |0.2632|±  |0.0338|
| - other                               |N/A    |none  |     0|acc   |0.2481|±  |0.0387|
|  - business_ethics                    |Yaml   |none  |     0|acc   |0.2600|±  |0.0441|
|  - clinical_knowledge                 |Yaml   |none  |     0|acc   |0.2415|±  |0.0263|
|  - college_medicine                   |Yaml   |none  |     0|acc   |0.3006|±  |0.0350|
|  - global_facts                       |Yaml   |none  |     0|acc   |0.2700|±  |0.0446|
|  - human_aging                        |Yaml   |none  |     0|acc   |0.2466|±  |0.0289|
|  - management                         |Yaml   |none  |     0|acc   |0.2621|±  |0.0435|
|  - marketing                          |Yaml   |none  |     0|acc   |0.2650|±  |0.0289|
|  - medical_genetics                   |Yaml   |none  |     0|acc   |0.2400|±  |0.0429|
|  - miscellaneous                      |Yaml   |none  |     0|acc   |0.2490|±  |0.0155|
|  - nutrition                          |Yaml   |none  |     0|acc   |0.2778|±  |0.0256|
|  - professional_accounting            |Yaml   |none  |     0|acc   |0.2518|±  |0.0259|
|  - professional_medicine              |Yaml   |none  |     0|acc   |0.1654|±  |0.0226|
|  - virology                           |Yaml   |none  |     0|acc   |0.2289|±  |0.0327|
| - social_sciences                     |N/A    |none  |     0|acc   |0.2330|±  |0.0377|
|  - econometrics                       |Yaml   |none  |     0|acc   |0.2632|±  |0.0414|
|  - high_school_geography              |Yaml   |none  |     0|acc   |0.1717|±  |0.0269|
|  - high_school_government_and_politics|Yaml   |none  |     0|acc   |0.2435|±  |0.0310|
|  - high_school_macroeconomics         |Yaml   |none  |     0|acc   |0.2103|±  |0.0207|
|  - high_school_microeconomics         |Yaml   |none  |     0|acc   |0.1933|±  |0.0256|
|  - high_school_psychology             |Yaml   |none  |     0|acc   |0.2440|±  |0.0184|
|  - human_sexuality                    |Yaml   |none  |     0|acc   |0.1985|±  |0.0350|
|  - professional_psychology            |Yaml   |none  |     0|acc   |0.2631|±  |0.0178|
|  - public_relations                   |Yaml   |none  |     0|acc   |0.3182|±  |0.0446|
|  - security_studies                   |Yaml   |none  |     0|acc   |0.2490|±  |0.0277|
|  - sociology                          |Yaml   |none  |     0|acc   |0.2090|±  |0.0287|
|  - us_foreign_policy                  |Yaml   |none  |     0|acc   |0.2000|±  |0.0402|
| - stem                                |N/A    |none  |     0|acc   |0.2563|±  |0.0456|
|  - abstract_algebra                   |Yaml   |none  |     0|acc   |0.2500|±  |0.0435|
|  - anatomy                            |Yaml   |none  |     0|acc   |0.3111|±  |0.0400|
|  - astronomy                          |Yaml   |none  |     0|acc   |0.2829|±  |0.0367|
|  - college_biology                    |Yaml   |none  |     0|acc   |0.2708|±  |0.0372|
|  - college_chemistry                  |Yaml   |none  |     0|acc   |0.2200|±  |0.0416|
|  - college_computer_science           |Yaml   |none  |     0|acc   |0.3100|±  |0.0465|
|  - college_mathematics                |Yaml   |none  |     0|acc   |0.3000|±  |0.0461|
|  - college_physics                    |Yaml   |none  |     0|acc   |0.2255|±  |0.0416|
|  - computer_security                  |Yaml   |none  |     0|acc   |0.2800|±  |0.0451|
|  - conceptual_physics                 |Yaml   |none  |     0|acc   |0.2128|±  |0.0268|
|  - electrical_engineering             |Yaml   |none  |     0|acc   |0.2138|±  |0.0342|
|  - elementary_mathematics             |Yaml   |none  |     0|acc   |0.2434|±  |0.0221|
|  - high_school_biology                |Yaml   |none  |     0|acc   |0.2355|±  |0.0241|
|  - high_school_chemistry              |Yaml   |none  |     0|acc   |0.2906|±  |0.0319|
|  - high_school_computer_science       |Yaml   |none  |     0|acc   |0.3400|±  |0.0476|
|  - high_school_mathematics            |Yaml   |none  |     0|acc   |0.2407|±  |0.0261|
|  - high_school_physics                |Yaml   |none  |     0|acc   |0.2583|±  |0.0357|
|  - high_school_statistics             |Yaml   |none  |     0|acc   |0.2269|±  |0.0286|
|  - machine_learning                   |Yaml   |none  |     0|acc   |0.2946|±  |0.0433|

|      Groups      |Version|Filter|n-shot|Metric|Value |   |Stderr|
|------------------|-------|------|-----:|------|-----:|---|-----:|
|mmlu              |N/A    |none  |     0|acc   |0.2488|±  |0.0388|
| - humanities     |N/A    |none  |     0|acc   |0.2546|±  |0.0325|
| - other          |N/A    |none  |     0|acc   |0.2481|±  |0.0387|
| - social_sciences|N/A    |none  |     0|acc   |0.2330|±  |0.0377|
| - stem           |N/A    |none  |     0|acc   |0.2563|±  |0.0456|

==============================================
fewshot: 0
=================0.6=================
Local
|                 Tasks                 |Version|Filter|n-shot|Metric|Value |   |Stderr|
|---------------------------------------|-------|------|-----:|------|-----:|---|-----:|
|mmlu                                   |N/A    |none  |     0|acc   |0.2438|±  |0.0382|
| - humanities                          |N/A    |none  |     0|acc   |0.2489|±  |0.0295|
|  - formal_logic                       |Yaml   |none  |     0|acc   |0.3175|±  |0.0416|
|  - high_school_european_history       |Yaml   |none  |     0|acc   |0.2667|±  |0.0345|
|  - high_school_us_history             |Yaml   |none  |     0|acc   |0.2353|±  |0.0298|
|  - high_school_world_history          |Yaml   |none  |     0|acc   |0.2574|±  |0.0285|
|  - international_law                  |Yaml   |none  |     0|acc   |0.2645|±  |0.0403|
|  - jurisprudence                      |Yaml   |none  |     0|acc   |0.2778|±  |0.0433|
|  - logical_fallacies                  |Yaml   |none  |     0|acc   |0.2515|±  |0.0341|
|  - moral_disputes                     |Yaml   |none  |     0|acc   |0.2601|±  |0.0236|
|  - moral_scenarios                    |Yaml   |none  |     0|acc   |0.2581|±  |0.0146|
|  - philosophy                         |Yaml   |none  |     0|acc   |0.1961|±  |0.0226|
|  - prehistory                         |Yaml   |none  |     0|acc   |0.2315|±  |0.0235|
|  - professional_law                   |Yaml   |none  |     0|acc   |0.2399|±  |0.0109|
|  - world_religions                    |Yaml   |none  |     0|acc   |0.2924|±  |0.0349|
| - other                               |N/A    |none  |     0|acc   |0.2514|±  |0.0436|
|  - business_ethics                    |Yaml   |none  |     0|acc   |0.3100|±  |0.0465|
|  - clinical_knowledge                 |Yaml   |none  |     0|acc   |0.2377|±  |0.0262|
|  - college_medicine                   |Yaml   |none  |     0|acc   |0.2659|±  |0.0337|
|  - global_facts                       |Yaml   |none  |     0|acc   |0.2200|±  |0.0416|
|  - human_aging                        |Yaml   |none  |     0|acc   |0.3139|±  |0.0311|
|  - management                         |Yaml   |none  |     0|acc   |0.2039|±  |0.0399|
|  - marketing                          |Yaml   |none  |     0|acc   |0.2692|±  |0.0291|
|  - medical_genetics                   |Yaml   |none  |     0|acc   |0.3100|±  |0.0465|
|  - miscellaneous                      |Yaml   |none  |     0|acc   |0.2427|±  |0.0153|
|  - nutrition                          |Yaml   |none  |     0|acc   |0.2647|±  |0.0253|
|  - professional_accounting            |Yaml   |none  |     0|acc   |0.2482|±  |0.0258|
|  - professional_medicine              |Yaml   |none  |     0|acc   |0.1691|±  |0.0228|
|  - virology                           |Yaml   |none  |     0|acc   |0.2831|±  |0.0351|
| - social_sciences                     |N/A    |none  |     0|acc   |0.2415|±  |0.0303|
|  - econometrics                       |Yaml   |none  |     0|acc   |0.2456|±  |0.0405|
|  - high_school_geography              |Yaml   |none  |     0|acc   |0.2424|±  |0.0305|
|  - high_school_government_and_politics|Yaml   |none  |     0|acc   |0.2124|±  |0.0295|
|  - high_school_macroeconomics         |Yaml   |none  |     0|acc   |0.2282|±  |0.0213|
|  - high_school_microeconomics         |Yaml   |none  |     0|acc   |0.2353|±  |0.0276|
|  - high_school_psychology             |Yaml   |none  |     0|acc   |0.2477|±  |0.0185|
|  - human_sexuality                    |Yaml   |none  |     0|acc   |0.2748|±  |0.0392|
|  - professional_psychology            |Yaml   |none  |     0|acc   |0.2467|±  |0.0174|
|  - public_relations                   |Yaml   |none  |     0|acc   |0.2364|±  |0.0407|
|  - security_studies                   |Yaml   |none  |     0|acc   |0.2327|±  |0.0270|
|  - sociology                          |Yaml   |none  |     0|acc   |0.2239|±  |0.0295|
|  - us_foreign_policy                  |Yaml   |none  |     0|acc   |0.3100|±  |0.0465|
